id,accuracy,precision,recall,f1,tumour_present
Brats18_CBICA_AUR_1-96.jpg,0.0015442971676848892,0.0015442971676846644,0.0015442971676850785,0.0015442971676848302,True
Brats18_CBICA_ALN_1-100,0.0010547261684415044,0.0010547261684415036,0.0010547261684415049,0.0010547261684415042,True
Brats18_TCIA08_469_1-84.jpg,0.0017009194631320724,0.0016646336417556196,0.0013222931218648574,0.0014737989133047638,True
Brats18_TCIA02_118_1-80.jpg,0.0023055772961433373,0.0023054571444169254,0.0023043235665364922,0.0023048252413425847,True
Brats18_CBICA_AQG_1-96.jpg,0.002498729211891432,0.0024987288153510805,0.002498725074169957,0.0024987267298623864,True
Brats18_CBICA_ASV_1-72.jpg,0.0011593479658016151,0.001159347964497206,0.0011593479521906894,0.0011593479576370459,False
Brats18_TCIA10_393_1-84.jpg,0.002358054291707407,0.002663348153296489,0.002052236041148283,0.0023181298788337275,True
Brats18_TCIA10_266_1-108,0.0017011961055315875,0.0017021937978897216,0.0017001966994840084,0.0017010656335940916,True
Brats18_TCIA02_374_1-96.jpg,0.0020007189836428636,0.0024317418769707775,0.0016997372671875874,0.002000718558652839,True
Brats18_CBICA_BHB_1-88.jpg,6.495840855983323e-06,7.895265834320707e-06,5.51862749086879e-06,6.4958394761455814e-06,False
Brats18_CBICA_AOH_1-76.jpg,0.0010385196678229828,0.0010385241967064078,0.001038516505320183,0.0010385196678185172,False
Brats18_TCIA05_478_1-100,0.0019569511678655775,0.002373554190682886,0.0016649050770956581,0.001956951167865563,True
Brats18_TCIA04_328_1-104,0.00019015871336667541,0.00019149827292557354,0.0001892196584124313,0.0001901587133666754,False
Brats18_TCIA01_186_1-100,0.00047427005203685524,0.00047427434549698,0.00047426704224533527,0.00047427005203685524,True
Brats18_2013_24_1-104,0.0006450003801722049,0.00064500039388933,0.0006450003705562576,0.0006450003801722048,True
Brats18_CBICA_ANP_1-76.jpg,2.054141338128041e-06,2.054141381813153e-06,2.0541413075040053e-06,2.0541413381280407e-06,False
Brats18_TCIA02_226_1-92.jpg,0.0026330038736022817,0.002459331074420208,0.002975847063061624,0.002693046229485428,True
Brats18_TCIA10_261_1-72.jpg,0.0006211492133742509,0.0006205996159084849,0.0006222341601763374,0.0006213392208295773,False
Brats18_TCIA01_425_1-104,0.0011005454178710488,0.0011005436841251002,0.001100548840416166,0.0011005460172636525,False
Brats18_CBICA_AQG_1-72.jpg,0.002329921954238971,0.0018793728827641058,0.002838648909028726,0.002261346820858032,False
Brats18_TCIA08_319_1-88.jpg,0.0007381379831623673,0.0007367256036279633,0.0007397327385065358,0.0007379230140922077,True
Brats18_CBICA_ASY_1-76.jpg,0.0014760337845814244,0.002909376474037935,0.0006255148272419489,0.0010286830611867148,False
Brats18_TCIA10_351_1-100,0.002247588890294646,0.0025522232682180057,0.002015055269272519,0.0022505059653052228,True
Brats18_CBICA_AOP_1-88.jpg,0.0016608282377185467,0.0016617743072152031,0.0016601060836159934,0.0016608372969577098,True
Brats18_CBICA_AYU_1-76.jpg,0.0020109771913836387,0.0015531324281957129,0.002656810585334495,0.0019599454843918056,False
Brats18_CBICA_AQV_1-80.jpg,0.0018239107186752903,0.0015480034951487521,0.0021372870312303467,0.0017954623234430424,False
Brats18_TCIA02_208_1-88.jpg,0.0008622132565257106,0.0008613643112225522,0.0008631774913335724,0.0008621257230019191,False
Brats18_TCIA02_208_1-76.jpg,0.002256878089088418,0.0026693336902177383,0.001972901412520539,0.0022688169758588615,True
Brats18_TCIA10_449_1-92.jpg,0.0028463285126728755,0.002847589844786421,0.002845460082469304,0.002846365023029972,True
Brats18_CBICA_AQU_1-100,0.0018897985151707765,0.0016683420442907934,0.0021758844879113757,0.001888455253492199,False
Brats18_TCIA10_299_1-72.jpg,0.001954458016477004,0.0019537848965047243,0.001955327578704179,0.001954453933614759,True
Brats18_TCIA09_462_1-108,0.0015401871289082065,0.0015401850891507151,0.0015401897639452588,0.0015401871165358968,True
Brats18_CBICA_AXO_1-88.jpg,0.002005109133809557,0.0017447175127469855,0.002248343766532085,0.00196469642844331,False
Brats18_TCIA03_474_1-84.jpg,0.001751686748035824,0.0017509024359241897,0.0017524193824717351,0.0017515650230196607,True
Brats18_TCIA01_411_1-80.jpg,0.0016126791682477596,0.0015067594667745473,0.0015536299736081008,0.0015298343483466413,False
Brats18_TCIA01_390_1-72.jpg,0.0007466663035722726,0.0007463491787175624,0.0007464895095763454,0.0007464182651893351,True
Brats18_TCIA01_429_1-76.jpg,0.002267274727672844,0.0018059730810694155,0.0027459568330703127,0.002178815838297416,False
Brats18_TCIA09_312_1-76.jpg,0.0021588749398138004,0.00163545423841017,0.0029449636693873534,0.0021029761877396688,False
Brats18_CBICA_ATB_1-72.jpg,0.0020565596826817713,0.002045469776073352,0.0020255927946250508,0.002034914572952041,False
Brats18_CBICA_AQQ_1-96.jpg,0.00032020647906554577,0.0003201742409649399,0.00032011645904212507,0.00032014355723493604,False
Brats18_TCIA13_630_1-84.jpg,0.0022309984742456966,0.002191996072270892,0.002068699244978506,0.0021285628871005953,False
Brats18_TCIA10_410_1-76.jpg,6.410915155878438e-06,6.298839288134747e-06,5.944538060283063e-06,6.1165600204040096e-06,False
Brats18_CBICA_AYA_1-88.jpg,0.00032381200466605203,0.00032381168626870047,0.00032381067973112133,0.0003238111684298717,False
Brats18_TCIA04_111_1-100,0.0011145418312088014,0.0011145418303093737,0.0011145418274660472,0.0011145418288465523,False
Brats18_TCIA10_351_1-72.jpg,0.0005605287598839576,0.0005605287598814312,0.0005605287598734444,0.0005605287598773222,False
Brats18_TCIA03_199_1-72.jpg,0.0012763553789348606,0.0013982137674857023,0.0010166738720304531,0.001177264008840549,False
Brats18_TCIA03_133_1-76.jpg,0.0016937857559547655,0.001753384470155088,0.0016708425097879975,0.0017110591175084008,False
Brats18_TCIA02_117_1-104,4.577799340418285e-06,4.738876946365103e-06,4.515790566994588e-06,4.624484101374056e-06,False
Brats18_TCIA12_466_1-76.jpg,0.0006677647400634257,0.0006677651742348703,0.0006677645729238747,0.000667764865898361,False
Brats18_TCIA02_135_1-88.jpg,0.0014144987864981662,0.0017515124187106575,0.0011410866260183423,0.0013818103397401139,False
Brats18_CBICA_AQQ_1-108,0.0017436361664967782,0.0022155930733963524,0.0014467659606131513,0.0017504806108776057,False
