id,accuracy,precision,recall,f1
Brats18_TCIA10_325_1-84.jpg,0.9917708333333334,0.9917708333333334,0.9917708333333334,0.9917708333333334
Brats18_TCIA08_278_1-80.jpg,0.9924913194444445,0.9924913194444445,0.9924913194444445,0.9924913194444445
Brats18_CBICA_AXM_1-72.jpg,0.37981192129629626,0.3791663718541718,0.6140990040412616,0.4134110454671618
Brats18_TCIA02_208_1-76.jpg,0.1489113136574074,0.14909592787521977,0.3963562222190036,0.19211218562998442
Brats18_TCIA08_242_1-84.jpg,0.0631294849537037,0.06342722014890709,0.2703766070942833,0.09558570121742001
Brats18_TCIA02_226_1-84.jpg,0.04978662712191358,0.05009770096675439,0.2071777894723478,0.07948769227587416
Brats18_TCIA01_203_1-104,0.04164610546186067,0.041910166460003076,0.168814552231452,0.06697707403377014
Brats18_TCIA02_151_1-76.jpg,0.026047777071621474,0.0262482036140666,0.1404002389832195,0.04409917431136073
Brats18_TCIA13_645_1-100,0.01783246905734066,0.018094263269468697,0.11503888526678992,0.031235744582859864
Brats18_TCIA01_429_1-108,0.10076588579462295,0.10079206521583575,0.11048652741556789,0.10210621334717487
Brats18_TCIA13_624_1-108,0.09858130527425865,0.09858368522164164,0.09946499996707182,0.09870315323358157
Brats18_TCIA01_429_1-84.jpg,0.024470895809891924,0.024561052494561062,0.08933551995599687,0.03543001997015469
Brats18_CBICA_AQU_1-92.jpg,0.07823253685717117,0.07823947198676111,0.08322212332994847,0.0790755464079606
Brats18_CBICA_ABE_1-72.jpg,0.0755818379501154,0.07558233331651468,0.07593823698388522,0.07564205291802893
Brats18_CBICA_ABY_1-100,0.07136980771519288,0.0713698407396195,0.07139356765077753,0.0713738220463871
Brats18_CBICA_ARW_1-76.jpg,0.06579850360719956,0.06579850567122622,0.0657999886031736,0.0657987545028992
Brats18_2013_28_1-100,0.06234680740173069,0.062346807523144025,0.06234689475443504,0.06234682216030126
Brats18_TCIA01_180_1-72.jpg,0.058848549485281336,0.058848549492026524,0.05884855433820936,0.058848550305201926
Brats18_CBICA_AQO_1-80.jpg,0.013755186815014808,0.013776269667004041,0.05456459293432218,0.020785178368713398
Brats18_TCIA08_218_1-84.jpg,0.007172134340750741,0.007215224918112298,0.050362459974480425,0.01251920359340109
Brats18_TCIA10_175_1-76.jpg,0.01146586883104104,0.011349690816476497,0.04943732091017863,0.018434574578288027
Brats18_TCIA10_241_1-76.jpg,0.009725721310501865,0.009731479994471525,0.04743438509192846,0.01614695051711931
Brats18_CBICA_ATD_1-96.jpg,0.04343312314876578,0.04343337352632968,0.04507263026969737,0.043712307027314365
Brats18_TCIA05_396_1-72.jpg,0.005770940316383759,0.005798093821882624,0.040761234622973354,0.009056004844720973
Brats18_CBICA_ALN_1-84.jpg,0.03977667094598868,0.03977775708620864,0.04117628271825227,0.039908073527122175
Brats18_2013_25_1-108,0.0057966988825380265,0.005890616906001746,0.03379461153916859,0.009216414599036236
Brats18_CBICA_AAL_1-108,0.0366620948145796,0.03666557325989307,0.03769905454260295,0.03678875095222768
Brats18_TCIA10_413_1-104,0.036641081759250856,0.03664120598944063,0.036678116035251694,0.036645605192738295
Brats18_CBICA_ABE_1-80.jpg,0.005487623508939684,0.005510188378610393,0.0343142525468694,0.008789945221683396
Brats18_TCIA10_625_1-108,0.0334925272651128,0.033493279427435164,0.03445341489971046,0.03360260465553759
Brats18_TCIA09_428_1-92.jpg,0.0044876621698423476,0.0045341558568122295,0.029724618809273965,0.007247451770375937
Brats18_TCIA10_109_1-104,0.004934076248363129,0.004948464065189844,0.03164016116016775,0.008538994156884396
Brats18_TCIA13_650_1-80.jpg,0.03041256460011875,0.03041300059456804,0.031221839900476465,0.030521804536740603
Brats18_CBICA_ASH_1-88.jpg,0.029671550102617874,0.029671562925984024,0.029695352317334275,0.02967476304193028
Brats18_2013_9_1-92.jpg,0.029149841907693843,0.029149842274075733,0.029150521970971458,0.02914993370595991
Brats18_TCIA10_637_1-84.jpg,0.005632248694966804,0.005624780007631766,0.027085004988628134,0.008948395549963963
Brats18_TCIA08_234_1-72.jpg,0.004658604319083187,0.004659576305174947,0.027716907873734174,0.007966613946137286
Brats18_CBICA_ASV_1-76.jpg,0.0029122512832507274,0.002948334146243769,0.02421780197864353,0.005254202738919337
Brats18_CBICA_ASV_1-72.jpg,0.02515969803860187,0.025160623240217075,0.02570599421027861,0.025219748075926706
Brats18_TCIA08_113_1-92.jpg,0.025581683423187267,0.02558170655322765,0.025595340827479184,0.02558318467412039
Brats18_TCIA13_633_1-100,0.024952788349075026,0.024952788913222352,0.024953121456496783,0.024952824964951444
Brats18_CBICA_AQY_1-84.jpg,0.02432716625698856,0.024327166270420635,0.024327174188117646,0.02432716712879514
Brats18_CBICA_AAG_1-100,0.02361363241941317,0.02361363241972554,0.023613632603858035,0.023613632439687744
Brats18_CBICA_ARW_1-108,0.004970069928724037,0.004959295166098746,0.02217871550091637,0.007881066297982285
Brats18_TCIA13_633_1-72.jpg,0.022226958344095105,0.022226718904925655,0.02260937269014382,0.02229164715230084
Brats18_CBICA_AOZ_1-100,0.0031462382248716326,0.0031764858444652804,0.02040469833275623,0.005229444638877849
Brats18_TCIA03_121_1-104,0.02130327398114384,0.021303917547518172,0.021670475260035002,0.021347597521867375
Brats18_CBICA_ARZ_1-80.jpg,0.0210908812866442,0.021090894694277,0.021098531313287764,0.021091804693742607
Brats18_CBICA_AUQ_1-88.jpg,0.020488178416280724,0.02048817868990588,0.020488334539273446,0.020488197261323546
