id,accuracy,precision,recall,f1
Brats18_TCIA10_325_1-84.jpg,0.4055673266603346,0.4055673266603346,0.4055673266603346,0.4055673266603346
Brats18_TCIA08_278_1-80.jpg,0.7027836633301673,0.7027836633301673,0.7027836633301673,0.7027836633301673
Brats18_CBICA_AXM_1-72.jpg,0.4628718994367717,0.5302156251101956,0.44101289437206176,0.47769996595093184
Brats18_TCIA02_208_1-76.jpg,0.2994379858057676,0.37986830112118697,0.2581405475366774,0.30451864005992724
Brats18_TCIA08_242_1-84.jpg,0.1989962497026419,0.1903934776949023,0.17808344091943923,0.18104062055134204
Brats18_TCIA02_226_1-84.jpg,0.1366073935709491,0.12646568095005115,0.14986197938226484,0.1361242155306235
Brats18_TCIA01_203_1-104,0.10298015733788657,0.11029591834512167,0.09834050113280747,0.10333512546871246
Brats18_TCIA02_151_1-76.jpg,0.09872990667824988,0.08776274943807022,0.1113756978162854,0.09762504972029887
Brats18_TCIA13_645_1-100,0.08601965770282632,0.11425037755206151,0.07092464506674628,0.08589689581860956
Brats18_TCIA01_429_1-108,0.030000232875152667,0.03282330486007619,0.02849073161154466,0.029987956686730988
Brats18_TCIA13_624_1-108,0.09363638480683206,0.09389302771455238,0.09349915741923133,0.09363526878970281
Brats18_TCIA01_429_1-84.jpg,0.05565074386075972,0.05336316719500037,0.051984643851823865,0.05265874618961686
Brats18_CBICA_AQU_1-92.jpg,0.025809717120343342,0.025633749684515702,0.025527709427348277,0.02557956345333235
Brats18_CBICA_ABE_1-72.jpg,0.04798453835950545,0.04797196925694634,0.047964394952862956,0.047968098811861815
Brats18_CBICA_ABY_1-100,0.020549837791649758,0.020548999851479153,0.020548494897873592,0.020548741821806847
Brats18_CBICA_ARW_1-76.jpg,0.007669552192993946,0.007669499821733283,0.007669468262132936,0.007669483694878763
Brats18_2013_28_1-100,0.014784804151356249,0.014784801070693857,0.01478479921424678,0.014784800122055356
Brats18_TCIA01_180_1-72.jpg,0.05637693356396424,0.056376933392816325,0.056376933289680374,0.05637693334011419
Brats18_CBICA_AQO_1-80.jpg,0.052053653716347174,0.04956790225361252,0.05535821251406801,0.05229371140463607
Brats18_TCIA08_218_1-84.jpg,0.03770535413717302,0.049729841719729544,0.030957146464397893,0.03792672488227111
Brats18_TCIA10_175_1-76.jpg,0.037263705030299576,0.039354801242358725,0.03722440621834568,0.038164010202756386
Brats18_TCIA10_241_1-76.jpg,0.033452578715854726,0.04043184426532322,0.03307672326419903,0.03637241879465494
Brats18_CBICA_ATD_1-96.jpg,0.039652691904068824,0.039956138232306586,0.03963635036269249,0.03977964147271231
Brats18_TCIA05_396_1-72.jpg,0.024978542852406967,0.028161955184833314,0.022484847931778854,0.02498383241776711
Brats18_CBICA_ALN_1-84.jpg,0.006441173279303352,0.006568509772600405,0.006341425482478227,0.006441384861917757
Brats18_2013_25_1-108,0.025613804508518464,0.022500234409125748,0.033100750013414934,0.02677867133069149
Brats18_CBICA_AAL_1-108,0.006639630549311313,0.006524313138222693,0.006916924827270441,0.006682773764947351
Brats18_TCIA10_413_1-104,0.005037203687713384,0.0050330852087459325,0.005047107054783353,0.005038744516843242
Brats18_CBICA_ABE_1-80.jpg,0.026215968867135096,0.022632177775269477,0.027805562201326198,0.024951715921683243
Brats18_TCIA10_625_1-108,0.01693519340502835,0.01681573370196616,0.01698817984950139,0.016893051640179953
Brats18_TCIA09_428_1-92.jpg,0.023051813082665736,0.023085294448801783,0.026405458307015666,0.02463159209766175
Brats18_TCIA10_109_1-104,0.018617869041125314,0.02400831940823794,0.019341977294783316,0.021399441780633098
Brats18_TCIA13_650_1-80.jpg,0.00783042373240272,0.007993770713224314,0.007852366406755991,0.007914713815418107
Brats18_CBICA_ASH_1-88.jpg,0.004979081090168708,0.004983885413134049,0.004979726462943804,0.004981560210257396
Brats18_2013_9_1-92.jpg,0.015329581657466425,0.015329718923836864,0.015329600096688569,0.01532965248946896
Brats18_TCIA10_637_1-84.jpg,0.02322412657299081,0.02276550378823396,0.022807252559821897,0.022786358488930618
Brats18_TCIA08_234_1-72.jpg,0.02307749959708751,0.02317062013664223,0.022859830218299005,0.023014138755835613
Brats18_CBICA_ASV_1-76.jpg,0.018839485950112225,0.021743552961576266,0.01637814414151185,0.018672041480416724
Brats18_CBICA_ASV_1-72.jpg,0.014395072386665455,0.014469535643369662,0.014331961058239804,0.014390778938724544
Brats18_TCIA08_113_1-92.jpg,0.01538855130786292,0.015390412889280522,0.015386973524652275,0.015388443971664395
Brats18_TCIA13_633_1-100,0.016428242118109948,0.01642828752253477,0.016428203635592616,0.016428239500153888
Brats18_CBICA_AQY_1-84.jpg,0.006297490533133855,0.006297491614191588,0.006297489616883443,0.006297490470801568
Brats18_CBICA_AAG_1-100,0.011972911900877412,0.011972911926018289,0.011972911879569264,0.011972911899427823
Brats18_CBICA_ARW_1-108,0.014959032783277305,0.0162924478124576,0.01359290487438507,0.014818490052407545
Brats18_TCIA13_633_1-72.jpg,0.008162415882312563,0.008192047327405458,0.00813205748433718,0.008159292710515458
Brats18_CBICA_AOZ_1-100,0.01581727937632081,0.013806089429289814,0.018105344252457356,0.015662614668519315
Brats18_TCIA03_121_1-104,0.00791128927795308,0.007868498002484335,0.007959971509360241,0.007907998539489218
Brats18_CBICA_ARZ_1-80.jpg,0.004963296743964336,0.004962405259058737,0.004964310957118651,0.004963228186913005
Brats18_CBICA_AUQ_1-88.jpg,0.008022404259753571,0.008022386066184068,0.00802242495798121,0.008022402860630076
